jim benton,Dumbness is a Dish Best Served Cold
alice sebold,The Lovely Bones
ibi zoboi,American Street
rowell rainbow,Wayward Son
kody keplinger,The DUFF: Designated Ugly Fat Friend
shaun david hutchinson,The Past and Other Things That Should Stay Buried
meyer stephenie,New Moon
dennis brindell fradin,Who Was Thomas Jefferson?
v. e. schwab,The Invisible Life of Addie LaRue
ryan darlene,Rules for Life
jessop carolyn,Escape
anne pearson,Ancient Greece
cathy g. johnson,The Breakaways
janet b. pascal,Who Was Dr. Seuss?
mike lupica,Bump and Run
blythe carolita,Revenge of a Not-So-Pretty Girl
young suzanne,The Program
ellen hopkins,Burned (EH)
iturbe antonio,The Librarian of Auschwitz: The Graphic Novel
tessa gratton,Strange Grace
murphy louise,The True Story of Hansel and Gretel: A Novel of War and Survival
lauren myracle,This Boy
mary h.k. choi,Emergency Contact
sara farizan,If You Could Be Mine
cormac mccarthy,All the Pretty Horses
megan mccafferty,Sloppy Firsts
l. kris gowen,Making Sexual Decisions: The Ultimate Teen Guide
brown sandra,White Hot
p. c. cast,Revealed (PCC)
john green,An Abundance of Katherines
neil gaiman,Anansi Boys
emily arsenault,All the Pretty Things
molly knox ostertag,The Witch Boy
maulik pancholy,The Best at It
aminah mae safi,Tell Me How You Really Feel
l.d. lapinski,Strangeworlds Travel Agency
tom leveen,Party
gary larson,There's a Hair In My Dirt: A Worm's Story
tony allan,Tales of Mystery and Imagination
hoover colleen,This Girl
king stephen,The Tommyknockers
jamie mcguire,Beautiful Disaster
michael connelly,Chasing The Dime
john green,Turtles All the Way Down
shaun david hutchinson,We Are the Ants
yang kelly,Three Keys
deb caletti,The Epic Story of Every Living Thing
lauren weisberger,Chasing Harry Winston
agell charlotte,The Accidental Adventures of India McAllister
alane ferguson,The Christopher Killer
david mitchell,Cloud Atlas
camryn garrett,Friday I'm in Love
jonathan safran foer,Extremely Loud and Incredibly Close
elston ashley,This Is Our Story
b. a. hoena,Everything Mythology
maya angelou,The Heart of a Woman
fisher catherine,Incarceron
peter cameron,Someday This Pain Will Be Useful to You
cory doctorow,Little Brother
wein elizabeth,Rose Under Fire
juan williams,Thurgood Marshall: American Revolutionary
king stephen,The Running Man
coert voorhees,The Brothers Torres
alten steve,Primal Waters
cart michael,How Beautiful the Ordinary: Twelve Stories of Identity
benjamin alire senz,Aristotle and Dante Discover the Secrets of the Universe
judy blume,Forever...
carol lynch williams,The Chosen One
green sally,Half Lost
andrew mccarthy,Just Fly Away
ashley herring blake,The Mighty Heart of Sunny St. James
rubin lance,Denton Little's Deathdate
fox paula,The Slave Dancer
lucy christopher,Stolen
kepnes caroline,You: A Novel of Dark Obsession
kelley armstrong,The Awakening (KA)
laurie halse anderson,Twisted
matt de la pena,The Living
franta connor,A Work in Progress
arvin ahmadi,Girl Gone Viral
king stephen,Finders Keepers
janet evanovich,Metro Girl
bray libba,The Diviners
tim tharp,The Spectacular Now
maggie stiefvater,Sinner
chris crutcher,Whale Talk
kimberly brubaker bradley,Fighting Words
vivian siobhan,The Last Boy and Girl in the World
marrin albert,Thomas Paine: Crusader for Liberty
rene ahdieh,Flame in the Mist
kate lauren,Teardrop
bill myers,My Life as a Smashed Burrito With Extra Hot Sauce
janet evanovich,Twelve Sharp
amy reed,Over You
james patterson,Toys
atwood margaret,Alias Grace
king stephen,Four Past Midnight
donna jo napoli,Spinners
lenoir axelle,What If We Were...
nancy werlin,The Killer's Cousin
edward l. ferman,The Best from Fantasy and Science Fiction: A Special 25th Anniversary Anthology
fran manushkin,Plenty of Hugs
woodson jacqueline,If You Come Softly
aime carter,Goddess Interrupted
alex london,City of Thieves (AL)
john t. alexander,Catherine the Great: Life and Legend
p. c. cast,Tempted (PCC)
e.r. frank,Friction
roe robin,A List of Cages
black holly,Valiant
jenn reese,A Game of Fox and Squirrels
cecily von ziegesar,You're the One That I Want
nelson demille,Up country : a novel
craig thompson,Blankets
william faulkner,As I Lay Dying
morris brittney,The Cost of Knowing
young adrienne,Fable
meyer stephenie,Life and Death: Twilight Reimagined
king stephen,Later
lucy knisley,Relish: My Life in the Kitchen
jim butcher,Cursor's Fury
king stephen,Thinner
jennifer finney boylan,She’s Not There: A Life in Two Genders
bill bryson,The Body: A Guide for Occupants
matson morgan,The Unexpected Everything
backman fredrik,Beartown
ruby laura,Good Girls
abbi glines,After the Game
anna membrino,My Moms Love Me
reid kiley,Such a Fun Age
anne mccaffrey,Dragonseye
dweck carol,Mindset: The New Psychology of Success
ernest hemingway,In Our Time
krys michelle,Hexed
cyrus grace dunham,A Year Without a Name
tae keller,When You Trap A Tiger
joy amanda,A River of Royal Blood
elaine marie alphin,Counterfeit Son
george r. r. martin,A Knight of the Seven Kingdoms
janet evanovich,Finger Lickin Fifteen
neal shusterman,Unwind
laurie halse anderson,Wintergirls
sandra cisneros,The House on Mango Street
lynn weingarten,Suicide Notes From Beautiful Girls
kelly quindlen,She Drives Me Crazy
black holly,Kin
jo langford,The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth
robert shapard,New Sudden Fiction: Short-Short Stories from America and Beyond
shou harusono,Sasaki and Miyano
william p. young,The Shack
bill konigsberg,Openly Straight
sara l. biren,Cold Day in the Sun
heidi w. durrow,The Girl Who Fell from the Sky
robert shapard,Sudden Fiction (Continued): 60 New Short-Short Stories
karen thompson walker,The Age of Miracles
lu marie,The Midnight Star
alison umminger,American Girls
walker margaret,Jubilee
t.c. boyle,The Road to Wellville
mafi tahereh,Unite Me
elin hilderbrand,The Island
king stephen,From a Buick 8
alice l. george,The Last American Hero: The Remarkable Life of John Glenn
andrea robertson,Bloodrose: Nightshade Novel
l. jon wertherim,The Rookie Bookie
dave eggers,The Circle
adriana trigiani,Milk Glass Moon
gay roxane,The Sacrifice of Darkness
david baldacci,Zero Day
bray libba,The Sweet Far Thing
joseph bruchac,Two Roads
kent haruf,Plainsong
levin jenifer,Water Dancer
robinson elisabeth,The True and Outstanding Adventures of the Hunt Sisters
beah ishmael,A Long Way Gone: Memoirs of a Boy Soldier
david valdes,Spin Me Right Round
john updike,Gertrude and Claudius
lundin britta,Like Other Girls
echo brown,Black Girl Unlimited: The Remarkable Story of a Teenage Wizard
tom perrotta,The Leftovers
olivia a. cole,Dear Medusa
laurie halse anderson,Prom
bret easton ellis,American Psycho
weeks sarah,Save Me a Seat
john grisham,The Last Juror
king stephen,The Stand
anne mccaffrey,Dragonflight
norman philip,Paul McCartney: The Life
gayle forman,If I Stay
maupin armistead,Tales of the City
sarah j. maas,A Court of Silver Flames
forest laurie,Shadow Wand
dee barbara,Star-Crossed
ibram x. kendi,Stamped from the Beginning: The Definitive History of Racist Ideas in America
juno dawson,This Book is Gay
sarah e. king,Maya Angelou: Greeting the Morning
hannah kristin,On Mystic Lake
king stephen,Lisey's Story
norton preston,Where I End and You Begin
miles orvell,American Photography
allison dorothy,Bastard out of Carolina
lamb wally,She's Come Undone
jules machias,Both Can Be True
robert james waller,A Thousand Country Roads: An Epilogue to The Bridges of Madison County
lynn nottage,Sweat
brown pierce,Red Rising
shelby mahurin,Gods and Monsters
russo meredith,If I Was Your Girl (MR)
ellen hopkins,Glass
donna gephart,The Paris Project
raymond chandler,The Lady in the Lake
roy arundhati,The God of Small Things
ryan la sala,The Honeys
nalo hopkinson,Skin Folk: Stories
david levithan,Take Me With You When You Go
elena poniatowska,Tinisima
brodsky daniella,One Trick Pony
laurie halse anderson,Speak
kantor melissa,Confessions of a Not It Girl
todd anna,After (AT)
andrea robertson,Wolfsbane
brittany cavallaro,A Study in Charlotte
nancy crocker,Billie Standish Was Here
caroline b. cooney,The Face on the Milk Carton
george r. r. martin,The Official a Game of Thrones Coloring Book: An Adult Coloring Book
ian mcewan,Amsterdam
tolan stephanie,Surviving the Applewhites
r. j. anderson,Quicksilver
mathieu jennifer,Moxie
baker matthew,If You Find This
karen hattrup,Our Year in Love and Parties
cross julie,Tempest
melissa de la cruz,Keys to the Repository
kate bassett,Words and Their Meanings
paolo bacigalupi,Drowned Cities
james ramsey ullman,Banner in the Sky
jon stewart,Earth (the book) A Visitors Guide to the Human Race
donna jo napoli,Skin (DJN)
kelley armstrong,Aftermath
c.l. herman,The Drowning Summer
lewis sinclair,Babbitt
kim on-su,The Plotters
jodi lynn anderson,Midnight at the Electric
hardy thomas,Jude the Obscure
nikol hasler,Sex: An Uncensored Introduction
rice anne,Taltos
black holly,The Darkest Part of the Forest
david arnold,The Electric Kingdom
wittels harriet,The Clear and Simple Thesaurus Dictionary
pete hautman,Eden West
cho kat,Vicious Spirits
cohen joshua,Leverage
laura sebastian,Ember Queen
sandra cisneros,My Wicked Wicked Ways: Poems
tonya bolden,Portraits of African-American Heroes
nabokov vladimir,Lolita
jodi picoult,Change of Heart: A Novel
louise gornall,Under Rose-Tainted Skies
isabel allende,In the Midst of Winter
jewell parker rhodes,Ghost Boys
kuehnert stephanie,Pieces of a Girl
purdie kathryn,Burning Glass
zappia francesca,Made You Up
sally rooney,Normal People
naylor gloria,The Women of Brewster Place: A Novel in Seven Stories
henry emily,Book Lovers
sara bennett-wealer,Rival
sell chad,The Cardboard Kingdom
ruta sepetys,Ashes in the Snow
cecily von ziegesar,Notorious
davids sharice,Sharice's Big Voice: A Native Kid Becomes a Congresswoman
blum deborah,Sex on the Brain: The Biological Differences Between Men and Women
stan smith,Watercolor: The Complete Course
sir thomas malory,King Arthur and the Knights of the Round Table (STM)
edwidge danticat,The Dew Breaker
calla devlin,Tell Me Something Real
robert heinlein,Friday
styron william,Sophie's Choice
ruby laura,Bone Gap
leah johnson,Rise to the Sun
peirce lincoln,Big Nate: What Could Possibly Go Wrong
clare vanderpool,Navigating Early
jojo moyes,Me Before You
cecily von ziegesar,I Will Always Love You
black holly,The Stolen Heir
clare cassandra,Clockwork Princess
jodi picoult,A Spark of Light
ashley mardell,The ABC's of LGBT+
patricia mckissack,The Dark Thirty: Southern Tales of the Supernatural
bill o'reilly,Killing Jesus: A History
lore pittacus,I am Number Four
james patterson,Violets Are Blue (JP)
daniel handler,Why We Broke Up
julie murphy,Pumpkin
rosa waters,Beyoncé
evison jonathan,Lawn Boy (JE)
shane berryhill,Chance Fortune and the Outlaws
marci lyn curtis,The Leading Edge of Now
katie heaney,The Year I Stopped Trying
frank herbert,God Emperor of Dune
kerr trace,The Names We Take
walter dean myers,Monster
do anh,WeirDo Series: Crazy Weird!
andrzej sapkowski,Sword of Destiny
acho emmanuel,Uncomfortable Conversations with a Black Boy
lee stan,Excelsior!: The Amazing Life of Stan Lee
stein garth,The Art of Racing in the Rain
kurt vonnegut,Timequake
dowd siobhan,Solace of the Road
lord emery,When We Collided
jeff garvin,Symptoms of Being Human
ellen hopkins,Fallout
laini taylor,Days of Blood and Starlight
linda a. cooney,Freshman Promises
james patterson,Watch the Skies
julie garwood,Killjoy
turow scott,The Laws of Our Fathers
arthur phillips,Prague
rick riordan,The Tower of Nero
king stephen,Under the Dome
p. c. cast,Redeemed
garber stephanie,Legendary
norma fox mazer,The Missing Girl
king stephen,The Bazaar of Bad Dreams
john updike,In the Beauty of the Lilies
jazz jennings,Being Jazz: My Life as a (Transgender) Teen
nicholas j. karolides,120 Banned Books: Censorship Histories of World Literature
tiffany d. jackson,The Weight of Blood
chokshi roshani,The Silvered Serpents
dapier jarrett,Mr. Watson's Chickens
l. a. meyer,Under the Jolly Roger: Being an Account of the Further Nautical Adventures of Jacky Faber
anna godberson,Rumors
john grisham,The Brethren
cook robin,Coma
brant wendy,Zenn Diagram
peck richard,Fair Weather
sarah ockler,Book of Broken Hearts
dan brown,Angels and Demons
faye lyndsay,Jane Steele
asghar fatimah,If They Come for Us: Poems
jan wolkers,Turkish Delight
carl hiaasen,Hoot
amanda hocking,Crystal Kingdom
blake jillian,Antisocial
leigh bardugo,Ninth House
john grisham,Sycamore Row
christine baldacchino,Morris Micklewhite and the Tangerine Dress
han jenny,The Summer I Turned Pretty
jordan mechner,Prince of Persia
oh ellen,Finding Junie Kim
king stephen,Gerald's Game
denene millner,What Goes Around
chris crutcher,Athletic Shorts: Six Short Stories
dean r. koontz,Whispers
zack smedley,Tonight We Rule the World
king stephen,Doctor Sleep
gray claudia,Stargazer
ava dellaira,In Search of Us
grant michael,Front Lines
curtis sittenfeld,Prep
tawni o'dell,Back Roads
nancy holder,The Rules
doerr anthony,All the Light We Cannot See
brown scott,XL
shelagh stephenson,An Experiment With an Air Pump
aveyard victoria,Glass Sword
sophie gonzales,Only Mostly Devastated
janet evanovich,Fealess Fourteen
anne cassidy,Looking for JJ
megan shepherd,Grim Lovelies
tracy chevalier,Girl With a Pearl Earring
king stephen,Insomnia
patricia mccormick,Never Fall Down
sidney sheldon,Master of the Game
king stephen,Blockade Billy
alexie sherman,Reservation Blues
jordan l. hawk,Necropolis
matt de la pea,Mexican Whiteboy
sara shepard,Ruthless
mike venezia,Marc Chagall
john updike,Rabbit at Rest
brandy colbert,The Revolution of Birdie Randolph
amy fellner dominy,Announcing Trouble
layne aliza,Beetle and the Hollowbones
soto gary,Summer on Wheels: A Road Trip Like No Other
ali hazelwood,The Love Hypothesis
robert muchamore,The Fall
barry jonsberg,A Song Only I Can Hear
alaya dawn johnson,The Summer Prince
clare cassandra,The Lost Book of the White
king stephen,Joyland
erika l. snchez,I Am Not Your Perfect Mexican Daughter
forest laurie,Demon Tide
ward jesmyn,Salvage the Bones
jason reynolds,When I Was the Greatest
rhys jean,Wide Sargasso Sea
faye kellerman,Street Dreams
walton jessica,Introducing Teddy
brooks geraldine,Year of Wonders: A Novel of the Plague
sheri holman,The Dress Lodger
combs teshelle,Core
angie thomas,Concrete Rose
yee paul,Money Boy
alan bennett,The History Boys: A Play
ludlum robert,The Bourne Identity
molly mcadams,From Ashes
meyer stephenie,The Host
sue monk kidd,The Book of Longings
hannah whitten,For the Wolf
adornetto alexandra,Hades
matt phelan,The Storm in the Barn
melissa bashardoust,Girls Made of Snow and Glass
l. c. rosen,CAMP
caragh m. o'brien,The Rule of Mirrors
dav pilkey,The Adventures of Captain Underpants
gabby rivera,Juliet Takes a Breath: The Graphic Novel
jodi picoult,Sing You Home
michael crichton,Next
gayle e. pitman,This Day in June
florence gonsalves,Love and Other Carnivorous Plants
nakajo hisaya,The Art of Hana-Kimi
seth grahame-smith,Pride and Prejudice and Zombies: The Classic Regency Romance -- Now With Ultraviolent Zombie Mayhem
nico medina,What Was Stonewall?
norma fox mazer,When She Was Good
buckley michael,Undertow
robert cormier,Heroes
debra dockter,Deadly Design
sona charaipotra,Tiny Pretty Things
stephen wallenfels,Deadfall
anna banks,Of Poseidon
betsy franco,Falling Hard: 100 Love Poems by Teenagers
lester julius,Guardian (JL)
malamud bernard,The Fixer (BM)
sparks nicholas,The Wedding
sones sonya,What My Girlfriend Doesn't Know
adele griffin,All You Never Wanted
brad meltzer,I am Billie Jean King
james patterson,NYPD Red
brittany cavallaro,The Last of August
chris colfer,Stranger Than Fanfiction
lyga barry,I Hunt Killers
haruki murakami,Men Without Women
francesca lia block,Psyche in a Dress
forsyth frederick,The Day of the Jackal
toten teresa,The Unlikely Hero of Room 13B
rene ahdieh,The Wrath and The Dawn
sparks nicholas,At First Sight
sarah dessen,This Lullaby
eva gray,With the Enemy
r. eric thomas,Kings of B'more
james patterson,2nd Chance
sarah mylnowski,Night Owl
belge kathy,Queer: The Ultimate LGBTQ Guide for Teens
sarah dessen,The Truth about Forever
stephen metcalfe,The Tragic Age
christopher john farley,Aaliyah: More Than a Woman
gregory philippa,Changeling
